"Method","Trait","pval","estimate","se","lower","upper","length"
"MVMR-IVW",3,1e-08,1.209,0.119,0.975,1.442,0.467
"GRAPPLE",3,0.01,0.887,0.451,0.003,1.77,1.767
"GRAPPLE",3,1e-04,1.058,0.333,0.406,1.711,1.305
"GRAPPLE",3,1e-06,1.075,0.41,0.271,1.879,1.608
"GRAPPLE",3,1e-08,1.256,0.463,0.349,2.163,1.814
"MVMR-Egger",3,0.01,0.977,0.131,0.719,1.235,0.516
"MVMR-Egger",3,1e-04,0.993,0.14,0.718,1.268,0.55
"MVMR-Egger",3,1e-06,1.041,0.158,0.731,1.35,0.619
"MVMR-Egger",3,1e-08,0.994,0.164,0.673,1.314,0.641
"MVMR-Robust",3,0.01,1.135,0.08,0.979,1.291,0.312
"MVMR-Robust",3,1e-04,1.156,0.081,0.997,1.316,0.319
"MVMR-Robust",3,1e-06,1.164,0.083,1,1.327,0.327
"MVMR-Robust",3,1e-08,1.202,0.089,1.028,1.376,0.348
"MVMR-cML",3,0.01,0.135,0.257,-0.37,0.639,1.009
"MVMR-cML",3,1e-04,0.449,0.224,0.01,0.888,0.878
"MVMR-cML",3,1e-06,0.469,0.237,0.004,0.934,0.93
"MVMR-cML",3,1e-08,0.779,0.174,0.438,1.119,0.681
"FLOW-MR",3,0.01,0.989,0.209,0.57,1.386,0.816
"FLOW-MR",3,1e-04,1.034,0.203,0.644,1.44,0.796
"FLOW-MR",3,1e-06,1.062,0.208,0.645,1.464,0.819
"FLOW-MR",3,1e-08,1.115,0.216,0.682,1.541,0.859
"MVMR-Horse",3,0.01,1.159,0.091,0.97,1.329,0.359
"MVMR-Horse",3,1e-04,1.176,0.091,0.996,1.352,0.356
"MVMR-Horse",3,1e-06,1.178,0.097,0.991,1.367,0.376
"MVMR-Horse",3,1e-08,1.207,0.102,1.009,1.404,0.395
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.402,0.103,1.2,1.604,0.404
"MVMR-IVW",3,1e-04,1.365,0.109,1.153,1.578,0.425
"MVMR-IVW",3,1e-06,1.4,0.115,1.175,1.624,0.449
"MVMR-IVW",3,1e-08,1.368,0.114,1.143,1.592,0.449
"GRAPPLE",3,0.01,2.065,0.452,1.18,2.951,1.771
"GRAPPLE",3,1e-04,1.889,0.468,0.973,2.806,1.833
"GRAPPLE",3,1e-06,2.181,0.445,1.31,3.053,1.743
"GRAPPLE",3,1e-08,1.982,0.48,1.042,2.923,1.881
"MVMR-Egger",3,0.01,1.196,0.137,0.928,1.463,0.535
"MVMR-Egger",3,1e-04,1.207,0.148,0.918,1.497,0.579
"MVMR-Egger",3,1e-06,1.298,0.158,0.988,1.608,0.62
"MVMR-Egger",3,1e-08,1.217,0.163,0.897,1.537,0.64
"MVMR-Robust",3,0.01,1.459,0.087,1.289,1.63,0.341
"MVMR-Robust",3,1e-04,1.445,0.091,1.266,1.624,0.358
"MVMR-Robust",3,1e-06,1.499,0.095,1.312,1.686,0.374
"MVMR-Robust",3,1e-08,1.448,0.098,1.256,1.64,0.384
"MVMR-cML",3,0.01,2.49,0.235,2.03,2.95,0.92
"MVMR-cML",3,1e-04,2.678,0.284,2.122,3.234,1.112
"MVMR-cML",3,1e-06,2.952,0.377,2.213,3.692,1.479
"MVMR-cML",3,1e-08,2.816,0.362,2.106,3.525,1.419
"FLOW-MR",3,0.01,1.5,0.237,1.046,1.964,0.918
"FLOW-MR",3,1e-04,1.447,0.234,0.983,1.895,0.912
"FLOW-MR",3,1e-06,1.473,0.227,1.011,1.915,0.904
"FLOW-MR",3,1e-08,1.379,0.233,0.913,1.826,0.913
"MVMR-Horse",3,0.01,1.558,0.097,1.372,1.747,0.375
"MVMR-Horse",3,1e-04,1.527,0.093,1.345,1.707,0.362
"MVMR-Horse",3,1e-06,1.565,0.093,1.378,1.752,0.374
"MVMR-Horse",3,1e-08,1.507,0.095,1.319,1.697,0.378
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.317,0.112,1.098,1.537,0.439
"MVMR-IVW",3,1e-04,1.324,0.118,1.093,1.556,0.463
"MVMR-IVW",3,1e-06,1.297,0.121,1.06,1.533,0.473
"MVMR-IVW",3,1e-08,1.353,0.121,1.115,1.591,0.476
"GRAPPLE",3,0.01,9.691,28.575,-46.317,65.698,112.015
"GRAPPLE",3,1e-04,1.765,0.582,0.624,2.906,2.282
"GRAPPLE",3,1e-06,1.599,0.395,0.824,2.374,1.55
"GRAPPLE",3,1e-08,1.648,0.364,0.934,2.362,1.428
"MVMR-Egger",3,0.01,1.169,0.146,0.883,1.456,0.573
"MVMR-Egger",3,1e-04,1.224,0.161,0.909,1.54,0.631
"MVMR-Egger",3,1e-06,1.289,0.168,0.96,1.618,0.658
"MVMR-Egger",3,1e-08,1.255,0.173,0.916,1.594,0.678
"MVMR-Robust",3,0.01,1.364,0.094,1.18,1.548,0.368
"MVMR-Robust",3,1e-04,1.38,0.094,1.197,1.564,0.367
"MVMR-Robust",3,1e-06,1.395,0.095,1.208,1.582,0.374
"MVMR-Robust",3,1e-08,1.414,0.096,1.225,1.603,0.378
"MVMR-cML",3,0.01,1.97,0.193,1.592,2.349,0.757
"MVMR-cML",3,1e-04,2.297,0.302,1.704,2.889,1.185
"MVMR-cML",3,1e-06,2.363,0.333,1.709,3.016,1.307
"MVMR-cML",3,1e-08,2.433,0.336,1.774,3.093,1.319
"FLOW-MR",3,0.01,1.232,0.235,0.76,1.694,0.934
"FLOW-MR",3,1e-04,1.252,0.236,0.775,1.703,0.928
"FLOW-MR",3,1e-06,1.25,0.224,0.801,1.67,0.869
"FLOW-MR",3,1e-08,1.299,0.222,0.851,1.724,0.873
"MVMR-Horse",3,0.01,1.416,0.102,1.219,1.613,0.394
"MVMR-Horse",3,1e-04,1.422,0.103,1.218,1.627,0.409
"MVMR-Horse",3,1e-06,1.411,0.103,1.217,1.612,0.395
"MVMR-Horse",3,1e-08,1.435,0.103,1.234,1.64,0.406
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.172,0.106,0.964,1.381,0.417
"MVMR-IVW",3,1e-04,1.132,0.116,0.905,1.36,0.455
"MVMR-IVW",3,1e-06,1.151,0.126,0.903,1.399,0.496
"MVMR-IVW",3,1e-08,1.138,0.131,0.882,1.394,0.512
"GRAPPLE",3,0.01,1.167,0.645,-0.098,2.432,2.53
"GRAPPLE",3,1e-04,1.045,0.685,-0.299,2.388,2.687
"GRAPPLE",3,1e-06,1.249,0.886,-0.487,2.985,3.472
"GRAPPLE",3,1e-08,1.218,0.673,-0.1,2.537,2.637
"MVMR-Egger",3,0.01,0.97,0.142,0.692,1.248,0.556
"MVMR-Egger",3,1e-04,0.963,0.154,0.661,1.265,0.604
"MVMR-Egger",3,1e-06,1.055,0.163,0.735,1.375,0.64
"MVMR-Egger",3,1e-08,1.001,0.174,0.659,1.343,0.684
"MVMR-Robust",3,0.01,1.257,0.088,1.085,1.429,0.344
"MVMR-Robust",3,1e-04,1.241,0.091,1.063,1.419,0.356
"MVMR-Robust",3,1e-06,1.286,0.097,1.096,1.477,0.381
"MVMR-Robust",3,1e-08,1.276,0.101,1.079,1.473,0.394
"MVMR-cML",3,0.01,2.216,0.243,1.74,2.693,0.953
"MVMR-cML",3,1e-04,1.871,0.227,1.426,2.317,0.891
"MVMR-cML",3,1e-06,2.067,0.296,1.487,2.646,1.159
"MVMR-cML",3,1e-08,2.143,0.303,1.55,2.737,1.187
"FLOW-MR",3,0.01,1.025,0.26,0.482,1.514,1.032
"FLOW-MR",3,1e-04,0.952,0.281,0.38,1.471,1.091
"FLOW-MR",3,1e-06,0.975,0.3,0.371,1.545,1.174
"FLOW-MR",3,1e-08,0.94,0.288,0.355,1.486,1.131
"MVMR-Horse",3,0.01,1.289,0.095,1.102,1.478,0.376
"MVMR-Horse",3,1e-04,1.28,0.095,1.091,1.468,0.377
"MVMR-Horse",3,1e-06,1.306,0.107,1.1,1.521,0.421
"MVMR-Horse",3,1e-08,1.291,0.107,1.087,1.505,0.418
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.185,0.111,0.967,1.402,0.435
"MVMR-IVW",3,1e-04,1.171,0.117,0.942,1.401,0.459
"MVMR-IVW",3,1e-06,1.151,0.127,0.902,1.401,0.499
"MVMR-IVW",3,1e-08,1.098,0.129,0.846,1.351,0.505
"GRAPPLE",3,0.01,0.964,0.471,0.041,1.887,1.846
"GRAPPLE",3,1e-04,0.939,0.399,0.158,1.721,1.563
"GRAPPLE",3,1e-06,0.797,0.47,-0.124,1.717,1.841
"GRAPPLE",3,1e-08,-4.374,10.597,-25.144,16.397,41.541
"MVMR-Egger",3,0.01,1.065,0.143,0.786,1.345,0.559
"MVMR-Egger",3,1e-04,1.062,0.156,0.757,1.367,0.61
"MVMR-Egger",3,1e-06,1.128,0.174,0.788,1.468,0.68
"MVMR-Egger",3,1e-08,0.942,0.181,0.587,1.297,0.71
"MVMR-Robust",3,0.01,1.198,0.069,1.063,1.333,0.27
"MVMR-Robust",3,1e-04,1.186,0.071,1.047,1.324,0.277
"MVMR-Robust",3,1e-06,1.168,0.078,1.015,1.32,0.305
"MVMR-Robust",3,1e-08,1.164,0.08,1.008,1.321,0.313
"MVMR-cML",3,0.01,0.432,0.237,-0.033,0.897,0.93
"MVMR-cML",3,1e-04,0.295,0.265,-0.224,0.814,1.038
"MVMR-cML",3,1e-06,0.382,0.24,-0.089,0.853,0.942
"MVMR-cML",3,1e-08,0.442,0.247,-0.042,0.926,0.968
"FLOW-MR",3,0.01,0.955,0.24,0.457,1.4,0.943
"FLOW-MR",3,1e-04,0.97,0.225,0.505,1.404,0.899
"FLOW-MR",3,1e-06,0.924,0.252,0.408,1.398,0.99
"FLOW-MR",3,1e-08,0.85,0.258,0.318,1.34,1.022
"MVMR-Horse",3,0.01,1.237,0.088,1.067,1.42,0.353
"MVMR-Horse",3,1e-04,1.22,0.089,1.042,1.387,0.345
"MVMR-Horse",3,1e-06,1.199,0.097,1.008,1.388,0.38
"MVMR-Horse",3,1e-08,1.181,0.103,0.978,1.378,0.4
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.28,0.104,1.077,1.484,0.407
"MVMR-IVW",3,1e-04,1.267,0.109,1.054,1.48,0.426
"MVMR-IVW",3,1e-06,1.236,0.115,1.01,1.462,0.452
"MVMR-IVW",3,1e-08,1.249,0.114,1.026,1.472,0.446
"GRAPPLE",3,0.01,1.445,0.208,1.038,1.852,0.814
"GRAPPLE",3,1e-04,1.395,0.208,0.988,1.803,0.815
"GRAPPLE",3,1e-06,1.335,0.221,0.901,1.769,0.868
"GRAPPLE",3,1e-08,1.346,0.212,0.931,1.762,0.831
"MVMR-Egger",3,0.01,1.175,0.138,0.904,1.447,0.543
"MVMR-Egger",3,1e-04,1.179,0.15,0.885,1.474,0.589
"MVMR-Egger",3,1e-06,1.204,0.166,0.878,1.529,0.651
"MVMR-Egger",3,1e-08,1.127,0.168,0.797,1.457,0.66
"MVMR-Robust",3,0.01,1.336,0.083,1.173,1.499,0.326
"MVMR-Robust",3,1e-04,1.33,0.087,1.16,1.5,0.34
"MVMR-Robust",3,1e-06,1.312,0.092,1.132,1.492,0.36
"MVMR-Robust",3,1e-08,1.318,0.093,1.136,1.5,0.364
"MVMR-cML",3,0.01,1.601,0.121,1.364,1.839,0.475
"MVMR-cML",3,1e-04,0.491,0.213,0.073,0.909,0.836
"MVMR-cML",3,1e-06,0.082,0.227,-0.364,0.527,0.891
"MVMR-cML",3,1e-08,1.739,0.216,1.316,2.162,0.846
"FLOW-MR",3,0.01,1.273,0.175,0.928,1.612,0.684
"FLOW-MR",3,1e-04,1.27,0.173,0.932,1.61,0.678
"FLOW-MR",3,1e-06,1.238,0.174,0.875,1.565,0.69
"FLOW-MR",3,1e-08,1.239,0.174,0.892,1.577,0.685
"MVMR-Horse",3,0.01,1.379,0.088,1.208,1.551,0.343
"MVMR-Horse",3,1e-04,1.378,0.091,1.197,1.556,0.359
"MVMR-Horse",3,1e-06,1.348,0.093,1.165,1.534,0.369
"MVMR-Horse",3,1e-08,1.351,0.098,1.158,1.546,0.388
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.099,0.1,0.903,1.296,0.393
"MVMR-IVW",3,1e-04,1.094,0.106,0.886,1.302,0.416
"MVMR-IVW",3,1e-06,1.078,0.109,0.864,1.291,0.427
"MVMR-IVW",3,1e-08,1.032,0.111,0.815,1.249,0.434
"GRAPPLE",3,0.01,0.875,0.225,0.433,1.317,0.884
"GRAPPLE",3,1e-04,0.885,0.231,0.433,1.338,0.905
"GRAPPLE",3,1e-06,0.936,0.197,0.549,1.323,0.774
"GRAPPLE",3,1e-08,0.845,0.2,0.452,1.238,0.786
"MVMR-Egger",3,0.01,0.992,0.136,0.726,1.258,0.532
"MVMR-Egger",3,1e-04,0.976,0.146,0.69,1.263,0.573
"MVMR-Egger",3,1e-06,1.028,0.155,0.725,1.332,0.607
"MVMR-Egger",3,1e-08,0.933,0.16,0.62,1.247,0.627
"MVMR-Robust",3,0.01,1.149,0.081,0.99,1.308,0.318
"MVMR-Robust",3,1e-04,1.153,0.083,0.989,1.316,0.327
"MVMR-Robust",3,1e-06,1.141,0.078,0.987,1.295,0.308
"MVMR-Robust",3,1e-08,1.119,0.077,0.967,1.27,0.303
"MVMR-cML",3,0.01,0.197,0.227,-0.247,0.641,0.888
"MVMR-cML",3,1e-04,0.307,0.214,-0.113,0.726,0.839
"MVMR-cML",3,1e-06,-0.259,0.322,-0.89,0.373,1.263
"MVMR-cML",3,1e-08,-0.38,0.335,-1.036,0.277,1.313
"FLOW-MR",3,0.01,0.877,0.205,0.451,1.26,0.809
"FLOW-MR",3,1e-04,0.9,0.199,0.485,1.277,0.792
"FLOW-MR",3,1e-06,0.92,0.186,0.543,1.269,0.726
"FLOW-MR",3,1e-08,0.856,0.188,0.469,1.211,0.742
"MVMR-Horse",3,0.01,1.146,0.087,0.975,1.312,0.337
"MVMR-Horse",3,1e-04,1.159,0.086,0.986,1.324,0.338
"MVMR-Horse",3,1e-06,1.15,0.086,0.979,1.312,0.333
"MVMR-Horse",3,1e-08,1.121,0.09,0.938,1.292,0.354
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.18,0.109,0.967,1.393,0.426
"MVMR-IVW",3,1e-04,1.151,0.117,0.921,1.38,0.459
"MVMR-IVW",3,1e-06,1.182,0.124,0.938,1.426,0.488
"MVMR-IVW",3,1e-08,1.167,0.124,0.923,1.411,0.488
"GRAPPLE",3,0.01,1.42,0.464,0.512,2.329,1.817
"GRAPPLE",3,1e-04,1.213,0.498,0.236,2.19,1.954
"GRAPPLE",3,1e-06,1.167,0.712,-0.228,2.563,2.791
"GRAPPLE",3,1e-08,1.039,0.789,-0.509,2.586,3.095
"MVMR-Egger",3,0.01,1.018,0.141,0.741,1.295,0.554
"MVMR-Egger",3,1e-04,0.945,0.156,0.64,1.25,0.61
"MVMR-Egger",3,1e-06,0.983,0.17,0.65,1.316,0.666
"MVMR-Egger",3,1e-08,0.904,0.167,0.576,1.232,0.656
"MVMR-Robust",3,0.01,1.199,0.103,0.996,1.401,0.405
"MVMR-Robust",3,1e-04,1.174,0.107,0.964,1.385,0.421
"MVMR-Robust",3,1e-06,1.153,0.113,0.931,1.374,0.443
"MVMR-Robust",3,1e-08,1.128,0.117,0.899,1.358,0.459
"MVMR-cML",3,0.01,1.824,0.23,1.373,2.275,0.902
"MVMR-cML",3,1e-04,0.016,0.278,-0.529,0.56,1.089
"MVMR-cML",3,1e-06,-0.123,0.337,-0.782,0.537,1.319
"MVMR-cML",3,1e-08,-0.104,0.328,-0.746,0.538,1.284
"FLOW-MR",3,0.01,0.899,0.25,0.396,1.381,0.985
"FLOW-MR",3,1e-04,0.87,0.269,0.309,1.385,1.076
"FLOW-MR",3,1e-06,0.908,0.266,0.382,1.427,1.045
"FLOW-MR",3,1e-08,0.885,0.278,0.319,1.415,1.096
"MVMR-Horse",3,0.01,1.168,0.103,0.966,1.368,0.402
"MVMR-Horse",3,1e-04,1.133,0.103,0.934,1.34,0.406
"MVMR-Horse",3,1e-06,1.099,0.111,0.886,1.319,0.433
"MVMR-Horse",3,1e-08,1.078,0.11,0.863,1.295,0.432
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.079,0.109,0.865,1.292,0.427
"MVMR-IVW",3,1e-04,1.068,0.117,0.839,1.297,0.458
"MVMR-IVW",3,1e-06,1.057,0.126,0.81,1.305,0.495
"MVMR-IVW",3,1e-08,1.036,0.124,0.793,1.278,0.485
"GRAPPLE",3,0.01,0.499,0.375,-0.236,1.234,1.47
"GRAPPLE",3,1e-04,0.456,0.381,-0.29,1.203,1.493
"GRAPPLE",3,1e-06,0.368,0.417,-0.449,1.186,1.635
"GRAPPLE",3,1e-08,-0.278,0.754,-1.756,1.201,2.957
"MVMR-Egger",3,0.01,1.016,0.144,0.733,1.3,0.567
"MVMR-Egger",3,1e-04,1.032,0.159,0.721,1.343,0.622
"MVMR-Egger",3,1e-06,1.115,0.172,0.777,1.453,0.676
"MVMR-Egger",3,1e-08,0.985,0.172,0.648,1.322,0.674
"MVMR-Robust",3,0.01,1.088,0.094,0.904,1.271,0.367
"MVMR-Robust",3,1e-04,1.062,0.101,0.865,1.26,0.395
"MVMR-Robust",3,1e-06,1.042,0.111,0.824,1.26,0.436
"MVMR-Robust",3,1e-08,1.062,0.117,0.832,1.292,0.46
"MVMR-cML",3,0.01,-0.227,0.285,-0.785,0.331,1.116
"MVMR-cML",3,1e-04,-0.201,0.277,-0.743,0.342,1.085
"MVMR-cML",3,1e-06,-0.153,0.281,-0.703,0.398,1.101
"MVMR-cML",3,1e-08,-0.155,0.331,-0.803,0.493,1.296
"FLOW-MR",3,0.01,0.759,0.247,0.251,1.227,0.976
"FLOW-MR",3,1e-04,0.736,0.24,0.249,1.193,0.944
"FLOW-MR",3,1e-06,0.745,0.249,0.241,1.219,0.978
"FLOW-MR",3,1e-08,0.739,0.252,0.23,1.224,0.994
"MVMR-Horse",3,0.01,1.064,0.099,0.861,1.254,0.393
"MVMR-Horse",3,1e-04,1.044,0.101,0.851,1.244,0.393
"MVMR-Horse",3,1e-06,1.031,0.108,0.811,1.237,0.426
"MVMR-Horse",3,1e-08,1.034,0.115,0.807,1.254,0.447
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.239,0.105,1.033,1.445,0.412
"MVMR-IVW",3,1e-04,1.222,0.11,1.007,1.437,0.43
"MVMR-IVW",3,1e-06,1.182,0.115,0.956,1.407,0.451
"MVMR-IVW",3,1e-08,1.17,0.115,0.944,1.395,0.451
"GRAPPLE",3,0.01,1.181,0.418,0.363,2,1.637
"GRAPPLE",3,1e-04,1.141,0.349,0.457,1.826,1.369
"GRAPPLE",3,1e-06,0.991,0.354,0.297,1.685,1.388
"GRAPPLE",3,1e-08,0.737,0.386,-0.02,1.495,1.515
"MVMR-Egger",3,0.01,1.132,0.143,0.852,1.413,0.561
"MVMR-Egger",3,1e-04,1.113,0.153,0.814,1.413,0.599
"MVMR-Egger",3,1e-06,1.103,0.162,0.785,1.421,0.636
"MVMR-Egger",3,1e-08,1.06,0.16,0.747,1.374,0.627
"MVMR-Robust",3,0.01,1.26,0.092,1.08,1.44,0.36
"MVMR-Robust",3,1e-04,1.248,0.095,1.062,1.433,0.371
"MVMR-Robust",3,1e-06,1.233,0.102,1.034,1.433,0.399
"MVMR-Robust",3,1e-08,1.207,0.106,0.998,1.415,0.417
"MVMR-cML",3,0.01,2.204,0.22,1.774,2.634,0.86
"MVMR-cML",3,1e-04,0.179,0.269,-0.347,0.706,1.053
"MVMR-cML",3,1e-06,0.108,0.292,-0.465,0.68,1.145
"MVMR-cML",3,1e-08,0.093,0.3,-0.495,0.681,1.176
"FLOW-MR",3,0.01,1.051,0.234,0.563,1.5,0.937
"FLOW-MR",3,1e-04,1.062,0.216,0.615,1.468,0.853
"FLOW-MR",3,1e-06,1.006,0.222,0.552,1.43,0.878
"FLOW-MR",3,1e-08,0.959,0.226,0.49,1.373,0.883
"MVMR-Horse",3,0.01,1.297,0.097,1.114,1.486,0.372
"MVMR-Horse",3,1e-04,1.286,0.099,1.084,1.475,0.391
"MVMR-Horse",3,1e-06,1.247,0.106,1.045,1.448,0.403
"MVMR-Horse",3,1e-08,1.216,0.103,1.014,1.416,0.402
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.111,0.103,0.91,1.313,0.403
"MVMR-IVW",3,1e-04,1.097,0.11,0.881,1.313,0.432
"MVMR-IVW",3,1e-06,1.085,0.117,0.855,1.315,0.46
"MVMR-IVW",3,1e-08,1.075,0.119,0.841,1.308,0.467
"GRAPPLE",3,0.01,0.767,0.284,0.209,1.324,1.115
"GRAPPLE",3,1e-04,0.759,0.287,0.197,1.321,1.124
"GRAPPLE",3,1e-06,0.726,0.295,0.148,1.304,1.156
"GRAPPLE",3,1e-08,0.758,0.276,0.218,1.298,1.08
"MVMR-Egger",3,0.01,1.068,0.139,0.796,1.34,0.544
"MVMR-Egger",3,1e-04,1.07,0.154,0.767,1.372,0.605
"MVMR-Egger",3,1e-06,1.105,0.163,0.786,1.424,0.638
"MVMR-Egger",3,1e-08,1.092,0.173,0.753,1.431,0.678
"MVMR-Robust",3,0.01,1.149,0.085,0.983,1.315,0.332
"MVMR-Robust",3,1e-04,1.12,0.089,0.945,1.295,0.35
"MVMR-Robust",3,1e-06,1.128,0.102,0.929,1.328,0.399
"MVMR-Robust",3,1e-08,1.12,0.105,0.914,1.326,0.412
"MVMR-cML",3,0.01,-0.17,0.285,-0.728,0.388,1.116
"MVMR-cML",3,1e-04,-0.228,0.318,-0.851,0.394,1.245
"MVMR-cML",3,1e-06,-0.137,0.291,-0.707,0.433,1.14
"MVMR-cML",3,1e-08,-0.042,0.271,-0.572,0.489,1.061
"FLOW-MR",3,0.01,0.879,0.22,0.426,1.302,0.876
"FLOW-MR",3,1e-04,0.846,0.221,0.397,1.267,0.87
"FLOW-MR",3,1e-06,0.854,0.238,0.355,1.308,0.953
"FLOW-MR",3,1e-08,0.858,0.236,0.373,1.299,0.926
"MVMR-Horse",3,0.01,1.189,0.091,1.011,1.367,0.356
"MVMR-Horse",3,1e-04,1.147,0.094,0.953,1.332,0.379
"MVMR-Horse",3,1e-06,1.162,0.105,0.947,1.373,0.426
"MVMR-Horse",3,1e-08,1.14,0.108,0.925,1.348,0.423
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.218,0.101,1.02,1.415,0.395
"MVMR-IVW",3,1e-04,1.19,0.11,0.974,1.406,0.432
"MVMR-IVW",3,1e-06,1.151,0.118,0.92,1.382,0.462
"MVMR-IVW",3,1e-08,1.214,0.12,0.979,1.45,0.471
"GRAPPLE",3,0.01,1.331,0.266,0.809,1.853,1.044
"GRAPPLE",3,1e-04,1.215,0.322,0.583,1.847,1.264
"GRAPPLE",3,1e-06,1.071,0.314,0.456,1.685,1.229
"GRAPPLE",3,1e-08,1.246,0.313,0.631,1.86,1.229
"MVMR-Egger",3,0.01,1.094,0.137,0.827,1.362,0.535
"MVMR-Egger",3,1e-04,1.103,0.154,0.801,1.405,0.604
"MVMR-Egger",3,1e-06,1.106,0.166,0.781,1.431,0.65
"MVMR-Egger",3,1e-08,1.103,0.173,0.764,1.442,0.678
"MVMR-Robust",3,0.01,1.325,0.084,1.16,1.489,0.329
"MVMR-Robust",3,1e-04,1.295,0.091,1.117,1.473,0.356
"MVMR-Robust",3,1e-06,1.245,0.092,1.064,1.425,0.361
"MVMR-Robust",3,1e-08,1.294,0.091,1.115,1.473,0.358
"MVMR-cML",3,0.01,2.274,0.236,1.811,2.736,0.925
"MVMR-cML",3,1e-04,2.122,0.234,1.663,2.581,0.918
"MVMR-cML",3,1e-06,0.739,0.161,0.424,1.055,0.631
"MVMR-cML",3,1e-08,2.039,0.253,1.542,2.536,0.994
"FLOW-MR",3,0.01,1.149,0.208,0.71,1.539,0.829
"FLOW-MR",3,1e-04,1.09,0.221,0.646,1.499,0.853
"FLOW-MR",3,1e-06,0.983,0.221,0.535,1.406,0.871
"FLOW-MR",3,1e-08,1.074,0.218,0.626,1.496,0.87
"MVMR-Horse",3,0.01,1.337,0.086,1.17,1.503,0.333
"MVMR-Horse",3,1e-04,1.298,0.093,1.121,1.481,0.36
"MVMR-Horse",3,1e-06,1.228,0.098,1.033,1.416,0.383
"MVMR-Horse",3,1e-08,1.278,0.096,1.083,1.462,0.379
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.172,0.104,0.969,1.376,0.407
"MVMR-IVW",3,1e-04,1.141,0.112,0.923,1.36,0.437
"MVMR-IVW",3,1e-06,1.118,0.119,0.885,1.351,0.466
"MVMR-IVW",3,1e-08,1.07,0.114,0.847,1.294,0.447
"GRAPPLE",3,0.01,0.917,0.26,0.407,1.428,1.021
"GRAPPLE",3,1e-04,0.745,0.335,0.089,1.401,1.312
"GRAPPLE",3,1e-06,0.794,0.324,0.16,1.428,1.268
"GRAPPLE",3,1e-08,0.68,0.295,0.101,1.258,1.157
"MVMR-Egger",3,0.01,0.999,0.143,0.719,1.279,0.56
"MVMR-Egger",3,1e-04,1.001,0.156,0.696,1.307,0.611
"MVMR-Egger",3,1e-06,1.072,0.169,0.741,1.403,0.662
