"Method","Trait","pval","estimate","se","lower","upper","length"
"MVMR-Horse",2,0.01,1.286,0.087,1.113,1.454,0.341
"MVMR-Horse",2,1e-04,1.26,0.092,1.076,1.438,0.362
"MVMR-Horse",2,1e-06,1.249,0.098,1.059,1.44,0.381
"MVMR-Horse",2,1e-08,1.282,0.104,1.079,1.479,0.4
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.372,0.096,1.183,1.56,0.377
"MVMR-IVW",2,1e-04,1.454,0.111,1.237,1.671,0.434
"MVMR-IVW",2,1e-06,1.499,0.126,1.252,1.747,0.495
"MVMR-IVW",2,1e-08,1.498,0.142,1.219,1.777,0.558
"GRAPPLE",2,0.01,1.718,0.489,0.76,2.677,1.917
"GRAPPLE",2,1e-04,1.965,0.389,1.204,2.727,1.523
"GRAPPLE",2,1e-06,2.246,0.499,1.269,3.223,1.954
"GRAPPLE",2,1e-08,2.136,0.541,1.076,3.195,2.119
"MVMR-Egger",2,0.01,1.402,0.138,1.132,1.673,0.541
"MVMR-Egger",2,1e-04,1.359,0.16,1.047,1.672,0.625
"MVMR-Egger",2,1e-06,1.393,0.184,1.032,1.755,0.723
"MVMR-Egger",2,1e-08,1.345,0.215,0.922,1.767,0.845
"MVMR-Robust",2,0.01,1.307,0.097,1.117,1.496,0.379
"MVMR-Robust",2,1e-04,1.397,0.11,1.181,1.612,0.431
"MVMR-Robust",2,1e-06,1.452,0.12,1.217,1.687,0.47
"MVMR-Robust",2,1e-08,1.428,0.123,1.187,1.67,0.483
"MVMR-cML",2,0.01,2.219,0.239,1.75,2.687,0.937
"MVMR-cML",2,1e-04,2.519,0.283,1.966,3.073,1.107
"MVMR-cML",2,1e-06,2.75,0.364,2.037,3.462,1.425
"MVMR-cML",2,1e-08,2.744,0.429,1.903,3.585,1.682
"FLOW-MR",2,0.01,1.202,0.258,0.677,1.681,1.004
"FLOW-MR",2,1e-04,1.334,0.258,0.813,1.841,1.028
"FLOW-MR",2,1e-06,1.407,0.275,0.851,1.937,1.086
"FLOW-MR",2,1e-08,1.378,0.294,0.8,1.953,1.153
"MVMR-Horse",2,0.01,1.318,0.093,1.132,1.501,0.369
"MVMR-Horse",2,1e-04,1.416,0.107,1.205,1.628,0.423
"MVMR-Horse",2,1e-06,1.486,0.117,1.26,1.724,0.464
"MVMR-Horse",2,1e-08,1.441,0.122,1.206,1.683,0.477
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.338,0.095,1.152,1.525,0.373
"MVMR-IVW",2,1e-04,1.357,0.106,1.148,1.565,0.417
"MVMR-IVW",2,1e-06,1.36,0.115,1.135,1.586,0.451
"MVMR-IVW",2,1e-08,1.373,0.129,1.121,1.625,0.504
"GRAPPLE",2,0.01,1.186,0.319,0.56,1.812,1.252
"GRAPPLE",2,1e-04,1.313,0.284,0.756,1.87,1.114
"GRAPPLE",2,1e-06,1.361,0.292,0.789,1.933,1.144
"GRAPPLE",2,1e-08,1.428,0.309,0.822,2.033,1.211
"MVMR-Egger",2,0.01,1.351,0.126,1.105,1.597,0.492
"MVMR-Egger",2,1e-04,1.362,0.146,1.076,1.648,0.572
"MVMR-Egger",2,1e-06,1.362,0.165,1.039,1.685,0.646
"MVMR-Egger",2,1e-08,1.393,0.19,1.021,1.765,0.744
"MVMR-Robust",2,0.01,1.341,0.076,1.191,1.49,0.299
"MVMR-Robust",2,1e-04,1.373,0.08,1.216,1.53,0.314
"MVMR-Robust",2,1e-06,1.395,0.084,1.23,1.559,0.329
"MVMR-Robust",2,1e-08,1.401,0.093,1.217,1.584,0.367
"MVMR-cML",2,0.01,0.289,0.288,-0.276,0.854,1.13
"MVMR-cML",2,1e-04,0.667,0.242,0.192,1.142,0.95
"MVMR-cML",2,1e-06,0.79,0.276,0.248,1.331,1.083
"MVMR-cML",2,1e-08,1.097,0.216,0.674,1.519,0.845
"FLOW-MR",2,0.01,1.152,0.234,0.666,1.59,0.924
"FLOW-MR",2,1e-04,1.218,0.225,0.764,1.64,0.876
"FLOW-MR",2,1e-06,1.224,0.224,0.765,1.656,0.891
"FLOW-MR",2,1e-08,1.199,0.247,0.686,1.666,0.98
"MVMR-Horse",2,0.01,1.349,0.087,1.177,1.517,0.34
"MVMR-Horse",2,1e-04,1.374,0.09,1.195,1.553,0.358
"MVMR-Horse",2,1e-06,1.385,0.096,1.191,1.569,0.378
"MVMR-Horse",2,1e-08,1.384,0.107,1.177,1.593,0.416
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.229,0.097,1.038,1.42,0.382
"MVMR-IVW",2,1e-04,1.179,0.112,0.959,1.4,0.441
"MVMR-IVW",2,1e-06,1.218,0.124,0.976,1.46,0.484
"MVMR-IVW",2,1e-08,1.204,0.135,0.939,1.469,0.53
"GRAPPLE",2,0.01,0.105,0.529,-0.932,1.141,2.073
"GRAPPLE",2,1e-04,-0.682,0.877,-2.401,1.037,3.438
"GRAPPLE",2,1e-06,-0.993,1.506,-3.945,1.959,5.904
"GRAPPLE",2,1e-08,0.5,0.468,-0.416,1.417,1.833
"MVMR-Egger",2,0.01,1.167,0.137,0.898,1.436,0.538
"MVMR-Egger",2,1e-04,1.007,0.165,0.684,1.331,0.647
"MVMR-Egger",2,1e-06,1.01,0.186,0.646,1.375,0.729
"MVMR-Egger",2,1e-08,0.96,0.218,0.532,1.388,0.856
"MVMR-Robust",2,0.01,1.266,0.104,1.062,1.471,0.409
"MVMR-Robust",2,1e-04,1.227,0.122,0.988,1.466,0.478
"MVMR-Robust",2,1e-06,1.282,0.128,1.031,1.533,0.502
"MVMR-Robust",2,1e-08,1.251,0.135,0.986,1.515,0.529
"MVMR-cML",2,0.01,0.075,0.238,-0.39,0.541,0.931
"MVMR-cML",2,1e-04,-0.015,0.285,-0.574,0.544,1.118
"MVMR-cML",2,1e-06,0.271,0.271,-0.26,0.802,1.062
"MVMR-cML",2,1e-08,0.192,0.28,-0.357,0.741,1.098
"FLOW-MR",2,0.01,0.928,0.246,0.423,1.398,0.975
"FLOW-MR",2,1e-04,0.833,0.247,0.328,1.305,0.977
"FLOW-MR",2,1e-06,0.955,0.249,0.451,1.429,0.978
"FLOW-MR",2,1e-08,0.942,0.257,0.434,1.438,1.004
"MVMR-Horse",2,0.01,1.235,0.104,1.029,1.435,0.406
"MVMR-Horse",2,1e-04,1.187,0.116,0.95,1.411,0.461
"MVMR-Horse",2,1e-06,1.265,0.123,1.016,1.503,0.487
"MVMR-Horse",2,1e-08,1.229,0.14,0.943,1.496,0.553
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.199,0.092,1.018,1.379,0.361
"MVMR-IVW",2,1e-04,1.179,0.104,0.975,1.384,0.409
"MVMR-IVW",2,1e-06,1.162,0.115,0.938,1.387,0.449
"MVMR-IVW",2,1e-08,1.13,0.126,0.883,1.377,0.494
"GRAPPLE",2,0.01,1.003,0.213,0.586,1.42,0.834
"GRAPPLE",2,1e-04,0.845,0.251,0.353,1.337,0.984
"GRAPPLE",2,1e-06,0.776,0.256,0.274,1.278,1.004
"GRAPPLE",2,1e-08,0.69,0.269,0.163,1.218,1.055
"MVMR-Egger",2,0.01,1.249,0.133,0.987,1.51,0.523
"MVMR-Egger",2,1e-04,1.132,0.152,0.834,1.43,0.596
"MVMR-Egger",2,1e-06,1.032,0.171,0.697,1.367,0.67
"MVMR-Egger",2,1e-08,1.006,0.198,0.618,1.394,0.776
"MVMR-Robust",2,0.01,1.248,0.097,1.059,1.437,0.378
"MVMR-Robust",2,1e-04,1.233,0.116,1.006,1.461,0.455
"MVMR-Robust",2,1e-06,1.213,0.133,0.952,1.474,0.522
"MVMR-Robust",2,1e-08,1.164,0.148,0.875,1.454,0.579
"MVMR-cML",2,0.01,0.081,0.218,-0.345,0.508,0.853
"MVMR-cML",2,1e-04,-0.027,0.254,-0.524,0.471,0.995
"MVMR-cML",2,1e-06,-0.017,0.254,-0.514,0.48,0.994
"MVMR-cML",2,1e-08,-0.069,0.28,-0.618,0.481,1.099
"FLOW-MR",2,0.01,0.996,0.226,0.526,1.408,0.882
"FLOW-MR",2,1e-04,0.914,0.233,0.419,1.344,0.925
"FLOW-MR",2,1e-06,0.895,0.234,0.435,1.337,0.902
"FLOW-MR",2,1e-08,0.847,0.232,0.383,1.293,0.91
"MVMR-Horse",2,0.01,1.224,0.103,1.023,1.432,0.409
"MVMR-Horse",2,1e-04,1.196,0.116,0.966,1.425,0.459
"MVMR-Horse",2,1e-06,1.151,0.135,0.88,1.411,0.531
"MVMR-Horse",2,1e-08,1.06,0.144,0.787,1.35,0.563
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.48,0.102,1.281,1.679,0.398
"MVMR-IVW",2,1e-04,1.485,0.113,1.263,1.707,0.444
"MVMR-IVW",2,1e-06,1.435,0.123,1.194,1.676,0.482
"MVMR-IVW",2,1e-08,1.455,0.135,1.191,1.72,0.529
"GRAPPLE",2,0.01,1.694,0.256,1.191,2.196,1.005
"GRAPPLE",2,1e-04,1.587,0.246,1.104,2.069,0.965
"GRAPPLE",2,1e-06,1.375,0.24,0.905,1.845,0.94
"GRAPPLE",2,1e-08,1.42,0.249,0.932,1.908,0.976
"MVMR-Egger",2,0.01,1.523,0.147,1.235,1.811,0.576
"MVMR-Egger",2,1e-04,1.401,0.168,1.071,1.731,0.66
"MVMR-Egger",2,1e-06,1.296,0.189,0.925,1.666,0.741
"MVMR-Egger",2,1e-08,1.295,0.214,0.875,1.715,0.84
"MVMR-Robust",2,0.01,1.468,0.101,1.271,1.665,0.394
"MVMR-Robust",2,1e-04,1.456,0.12,1.221,1.692,0.471
"MVMR-Robust",2,1e-06,1.393,0.122,1.155,1.631,0.476
"MVMR-Robust",2,1e-08,1.41,0.129,1.157,1.662,0.505
"MVMR-cML",2,0.01,2.521,0.256,2.02,3.022,1.002
"MVMR-cML",2,1e-04,2.459,0.284,1.902,3.016,1.114
"MVMR-cML",2,1e-06,0.429,0.286,-0.132,0.989,1.121
"MVMR-cML",2,1e-08,0.592,0.254,0.095,1.089,0.994
"FLOW-MR",2,0.01,1.432,0.226,0.979,1.872,0.893
"FLOW-MR",2,1e-04,1.367,0.231,0.905,1.814,0.909
"FLOW-MR",2,1e-06,1.232,0.222,0.791,1.661,0.87
"FLOW-MR",2,1e-08,1.273,0.234,0.804,1.725,0.921
"MVMR-Horse",2,0.01,1.469,0.103,1.27,1.676,0.406
"MVMR-Horse",2,1e-04,1.429,0.118,1.199,1.661,0.462
"MVMR-Horse",2,1e-06,1.359,0.115,1.145,1.591,0.446
"MVMR-Horse",2,1e-08,1.385,0.116,1.16,1.624,0.464
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.223,0.089,1.05,1.397,0.347
"MVMR-IVW",2,1e-04,1.201,0.101,1.003,1.398,0.395
"MVMR-IVW",2,1e-06,1.197,0.111,0.979,1.414,0.435
"MVMR-IVW",2,1e-08,1.103,0.132,0.844,1.362,0.518
"GRAPPLE",2,0.01,1.166,0.25,0.675,1.657,0.982
"GRAPPLE",2,1e-04,1.115,0.247,0.632,1.598,0.966
"GRAPPLE",2,1e-06,1.189,0.284,0.633,1.746,1.113
"GRAPPLE",2,1e-08,0.591,0.491,-0.372,1.554,1.926
"MVMR-Egger",2,0.01,1.2,0.125,0.955,1.445,0.49
"MVMR-Egger",2,1e-04,1.125,0.148,0.834,1.416,0.582
"MVMR-Egger",2,1e-06,1.113,0.17,0.779,1.446,0.667
"MVMR-Egger",2,1e-08,0.977,0.192,0.601,1.353,0.752
"MVMR-Robust",2,0.01,1.276,0.082,1.116,1.436,0.32
"MVMR-Robust",2,1e-04,1.263,0.087,1.092,1.433,0.341
"MVMR-Robust",2,1e-06,1.272,0.093,1.09,1.455,0.365
"MVMR-Robust",2,1e-08,1.198,0.106,0.99,1.407,0.417
"MVMR-cML",2,0.01,2.003,0.205,1.602,2.405,0.803
"MVMR-cML",2,1e-04,1.781,0.19,1.409,2.153,0.744
"MVMR-cML",2,1e-06,1.996,0.272,1.462,2.53,1.068
"MVMR-cML",2,1e-08,1.765,0.272,1.232,2.297,1.065
"FLOW-MR",2,0.01,1.046,0.215,0.585,1.445,0.86
"FLOW-MR",2,1e-04,0.986,0.217,0.535,1.393,0.858
"FLOW-MR",2,1e-06,1.011,0.231,0.524,1.449,0.925
"FLOW-MR",2,1e-08,0.803,0.273,0.262,1.34,1.078
"MVMR-Horse",2,0.01,1.265,0.089,1.088,1.443,0.355
"MVMR-Horse",2,1e-04,1.25,0.092,1.07,1.43,0.36
"MVMR-Horse",2,1e-06,1.261,0.102,1.058,1.46,0.402
"MVMR-Horse",2,1e-08,1.161,0.13,0.9,1.412,0.512
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.365,0.102,1.166,1.564,0.398
"MVMR-IVW",2,1e-04,1.386,0.115,1.16,1.613,0.453
"MVMR-IVW",2,1e-06,1.429,0.129,1.176,1.681,0.505
"MVMR-IVW",2,1e-08,1.432,0.141,1.157,1.707,0.55
"GRAPPLE",2,0.01,1.464,0.358,0.763,2.165,1.402
"GRAPPLE",2,1e-04,1.534,0.296,0.953,2.114,1.161
"GRAPPLE",2,1e-06,1.635,0.337,0.974,2.295,1.321
"GRAPPLE",2,1e-08,1.603,0.326,0.964,2.242,1.278
"MVMR-Egger",2,0.01,1.249,0.143,0.969,1.529,0.56
"MVMR-Egger",2,1e-04,1.184,0.167,0.857,1.511,0.654
"MVMR-Egger",2,1e-06,1.138,0.188,0.77,1.507,0.737
"MVMR-Egger",2,1e-08,1.143,0.223,0.706,1.58,0.874
"MVMR-Robust",2,0.01,1.358,0.103,1.155,1.56,0.405
"MVMR-Robust",2,1e-04,1.376,0.111,1.158,1.593,0.435
"MVMR-Robust",2,1e-06,1.425,0.125,1.18,1.67,0.49
"MVMR-Robust",2,1e-08,1.422,0.128,1.171,1.673,0.502
"MVMR-cML",2,0.01,2.014,0.205,1.612,2.416,0.804
"MVMR-cML",2,1e-04,2.651,0.299,2.064,3.237,1.173
"MVMR-cML",2,1e-06,2.367,0.269,1.839,2.895,1.056
"MVMR-cML",2,1e-08,2.684,0.337,2.024,3.344,1.32
"FLOW-MR",2,0.01,1.13,0.307,0.526,1.75,1.224
"FLOW-MR",2,1e-04,1.214,0.261,0.702,1.727,1.025
"FLOW-MR",2,1e-06,1.297,0.289,0.725,1.863,1.138
"FLOW-MR",2,1e-08,1.276,0.282,0.689,1.817,1.128
"MVMR-Horse",2,0.01,1.414,0.109,1.199,1.626,0.427
"MVMR-Horse",2,1e-04,1.426,0.117,1.192,1.654,0.462
"MVMR-Horse",2,1e-06,1.521,0.13,1.262,1.772,0.51
"MVMR-Horse",2,1e-08,1.486,0.138,1.222,1.765,0.543
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.282,0.084,1.118,1.446,0.328
"MVMR-IVW",2,1e-04,1.261,0.097,1.071,1.45,0.379
"MVMR-IVW",2,1e-06,1.231,0.109,1.018,1.444,0.426
"MVMR-IVW",2,1e-08,1.254,0.123,1.013,1.496,0.483
"GRAPPLE",2,0.01,1.208,0.279,0.66,1.755,1.095
"GRAPPLE",2,1e-04,1.072,0.303,0.479,1.666,1.187
"GRAPPLE",2,1e-06,0.919,0.38,0.174,1.664,1.49
"GRAPPLE",2,1e-08,0.983,0.467,0.068,1.897,1.829
"MVMR-Egger",2,0.01,1.292,0.114,1.07,1.515,0.445
"MVMR-Egger",2,1e-04,1.214,0.137,0.944,1.483,0.539
"MVMR-Egger",2,1e-06,1.152,0.161,0.836,1.467,0.631
"MVMR-Egger",2,1e-08,1.102,0.186,0.737,1.466,0.729
"MVMR-Robust",2,0.01,1.25,0.091,1.071,1.429,0.358
"MVMR-Robust",2,1e-04,1.224,0.1,1.029,1.42,0.391
"MVMR-Robust",2,1e-06,1.189,0.109,0.976,1.402,0.426
"MVMR-Robust",2,1e-08,1.214,0.123,0.974,1.454,0.48
"MVMR-cML",2,0.01,0.558,0.229,0.109,1.006,0.897
"MVMR-cML",2,1e-04,0.536,0.216,0.113,0.958,0.845
"MVMR-cML",2,1e-06,0.24,0.295,-0.338,0.818,1.156
"MVMR-cML",2,1e-08,0.231,0.325,-0.405,0.868,1.273
"FLOW-MR",2,0.01,1.036,0.206,0.623,1.426,0.803
"FLOW-MR",2,1e-04,1.028,0.209,0.605,1.432,0.827
"FLOW-MR",2,1e-06,0.952,0.222,0.5,1.387,0.887
"FLOW-MR",2,1e-08,1.023,0.231,0.562,1.474,0.912
"MVMR-Horse",2,0.01,1.254,0.082,1.094,1.415,0.321
"MVMR-Horse",2,1e-04,1.226,0.093,1.046,1.408,0.362
"MVMR-Horse",2,1e-06,1.182,0.096,0.998,1.376,0.378
"MVMR-Horse",2,1e-08,1.202,0.115,0.978,1.433,0.455
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.129,0.091,0.951,1.306,0.355
"MVMR-IVW",2,1e-04,1.116,0.106,0.909,1.324,0.415
"MVMR-IVW",2,1e-06,1.106,0.115,0.881,1.332,0.451
"MVMR-IVW",2,1e-08,1.065,0.128,0.815,1.315,0.5
"GRAPPLE",2,0.01,0.719,0.292,0.146,1.292,1.146
"GRAPPLE",2,1e-04,0.643,0.38,-0.101,1.388,1.489
"GRAPPLE",2,1e-06,0.744,0.357,0.046,1.443,1.397
"GRAPPLE",2,1e-08,0.617,0.391,-0.15,1.383,1.533
"MVMR-Egger",2,0.01,1.032,0.12,0.796,1.268,0.472
"MVMR-Egger",2,1e-04,0.93,0.142,0.651,1.209,0.558
"MVMR-Egger",2,1e-06,0.921,0.162,0.602,1.239,0.637
"MVMR-Egger",2,1e-08,0.858,0.192,0.482,1.235,0.753
"MVMR-Robust",2,0.01,1.188,0.099,0.994,1.382,0.388
"MVMR-Robust",2,1e-04,1.179,0.113,0.956,1.401,0.445
"MVMR-Robust",2,1e-06,1.159,0.119,0.927,1.392,0.465
"MVMR-Robust",2,1e-08,1.113,0.124,0.869,1.357,0.488
"MVMR-cML",2,0.01,-0.125,0.294,-0.701,0.451,1.152
"MVMR-cML",2,1e-04,-0.054,0.329,-0.698,0.59,1.288
"MVMR-cML",2,1e-06,-0.006,0.326,-0.644,0.632,1.276
"MVMR-cML",2,1e-08,-0.302,0.386,-1.059,0.455,1.514
"FLOW-MR",2,0.01,0.827,0.221,0.36,1.234,0.874
"FLOW-MR",2,1e-04,0.773,0.242,0.269,1.221,0.952
"FLOW-MR",2,1e-06,0.822,0.235,0.347,1.263,0.916
"FLOW-MR",2,1e-08,0.77,0.241,0.272,1.222,0.95
"MVMR-Horse",2,0.01,1.177,0.091,0.998,1.364,0.366
"MVMR-Horse",2,1e-04,1.166,0.11,0.956,1.388,0.432
"MVMR-Horse",2,1e-06,1.143,0.118,0.917,1.37,0.453
"MVMR-Horse",2,1e-08,1.073,0.128,0.817,1.325,0.508
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.196,0.091,1.018,1.373,0.355
"MVMR-IVW",2,1e-04,1.217,0.105,1.012,1.423,0.411
"MVMR-IVW",2,1e-06,1.226,0.113,1.005,1.446,0.441
"MVMR-IVW",2,1e-08,1.239,0.122,1,1.478,0.478
"GRAPPLE",2,0.01,0.773,0.251,0.281,1.264,0.983
"GRAPPLE",2,1e-04,0.918,0.269,0.39,1.446,1.056
"GRAPPLE",2,1e-06,1.076,0.24,0.605,1.547,0.942
"GRAPPLE",2,1e-08,1.134,0.224,0.695,1.573,0.878
"MVMR-Egger",2,0.01,1.139,0.126,0.892,1.386,0.494
"MVMR-Egger",2,1e-04,1.118,0.152,0.821,1.415,0.594
"MVMR-Egger",2,1e-06,1.164,0.171,0.829,1.498,0.669
"MVMR-Egger",2,1e-08,1.17,0.194,0.79,1.549,0.759
"MVMR-Robust",2,0.01,1.221,0.078,1.069,1.374,0.305
"MVMR-Robust",2,1e-04,1.236,0.081,1.078,1.395,0.317
"MVMR-Robust",2,1e-06,1.248,0.083,1.086,1.41,0.324
"MVMR-Robust",2,1e-08,1.257,0.084,1.092,1.423,0.331
"MVMR-cML",2,0.01,0.107,0.246,-0.375,0.59,0.965
"MVMR-cML",2,1e-04,0.078,0.28,-0.471,0.626,1.097
"MVMR-cML",2,1e-06,0.222,0.257,-0.281,0.726,1.007
"MVMR-cML",2,1e-08,0.401,0.228,-0.045,0.848,0.893
"FLOW-MR",2,0.01,0.933,0.213,0.483,1.323,0.84
"FLOW-MR",2,1e-04,0.998,0.202,0.59,1.381,0.791
"FLOW-MR",2,1e-06,1.042,0.189,0.656,1.404,0.748
"FLOW-MR",2,1e-08,1.075,0.194,0.683,1.451,0.768
"MVMR-Horse",2,0.01,1.171,0.087,0.996,1.337,0.341
"MVMR-Horse",2,1e-04,1.212,0.094,1.023,1.393,0.37
"MVMR-Horse",2,1e-06,1.223,0.1,1.018,1.413,0.395
"MVMR-Horse",2,1e-08,1.243,0.1,1.042,1.439,0.397
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.22,0.098,1.027,1.412,0.385
"MVMR-IVW",2,1e-04,1.179,0.115,0.954,1.405,0.451
"MVMR-IVW",2,1e-06,1.157,0.124,0.913,1.4,0.487
"MVMR-IVW",2,1e-08,1.158,0.135,0.893,1.422,0.529
"GRAPPLE",2,0.01,0.978,0.355,0.283,1.673,1.39
"GRAPPLE",2,1e-04,0.845,0.378,0.104,1.585,1.481
"GRAPPLE",2,1e-06,0.777,0.348,0.095,1.459,1.364
"GRAPPLE",2,1e-08,0.855,0.37,0.131,1.579,1.448
"MVMR-Egger",2,0.01,1.246,0.131,0.988,1.503,0.515
"MVMR-Egger",2,1e-04,1.138,0.16,0.825,1.451,0.626
"MVMR-Egger",2,1e-06,1.047,0.178,0.698,1.396,0.698
"MVMR-Egger",2,1e-08,1.084,0.204,0.683,1.484,0.801
"MVMR-Robust",2,0.01,1.211,0.092,1.03,1.392,0.362
"MVMR-Robust",2,1e-04,1.18,0.097,0.99,1.371,0.381
"MVMR-Robust",2,1e-06,1.163,0.101,0.964,1.362,0.398
"MVMR-Robust",2,1e-08,1.17,0.11,0.954,1.386,0.432
"MVMR-cML",2,0.01,0.106,0.266,-0.415,0.627,1.042
"MVMR-cML",2,1e-04,0.104,0.248,-0.382,0.59,0.972
"MVMR-cML",2,1e-06,-0.249,0.345,-0.926,0.428,1.354
"MVMR-cML",2,1e-08,-0.074,0.339,-0.738,0.59,1.328
"FLOW-MR",2,0.01,0.906,0.218,0.454,1.315,0.861
"FLOW-MR",2,1e-04,0.85,0.239,0.351,1.285,0.934
"FLOW-MR",2,1e-06,0.83,0.245,0.32,1.294,0.974
"FLOW-MR",2,1e-08,0.845,0.244,0.343,1.316,0.973
"MVMR-Horse",2,0.01,1.124,0.097,0.933,1.318,0.385
"MVMR-Horse",2,1e-04,1.057,0.112,0.841,1.284,0.443
"MVMR-Horse",2,1e-06,1.064,0.114,0.839,1.286,0.447
"MVMR-Horse",2,1e-08,1.07,0.128,0.822,1.324,0.502
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.237,0.097,1.046,1.428,0.382
"MVMR-IVW",2,1e-04,1.238,0.105,1.032,1.444,0.412
"MVMR-IVW",2,1e-06,1.242,0.117,1.013,1.471,0.458
"MVMR-IVW",2,1e-08,1.271,0.132,1.012,1.53,0.518
"GRAPPLE",2,0.01,1.034,0.266,0.513,1.555,1.042
"GRAPPLE",2,1e-04,1.102,0.201,0.708,1.496,0.788
"GRAPPLE",2,1e-06,1.112,0.209,0.703,1.521,0.818
"GRAPPLE",2,1e-08,1.127,0.245,0.647,1.606,0.959
"MVMR-Egger",2,0.01,1.17,0.129,0.918,1.423,0.505
"MVMR-Egger",2,1e-04,1.151,0.153,0.851,1.451,0.6
"MVMR-Egger",2,1e-06,1.108,0.181,0.754,1.463,0.709
"MVMR-Egger",2,1e-08,1.086,0.21,0.673,1.498,0.825
"MVMR-Robust",2,0.01,1.205,0.075,1.057,1.352,0.295
"MVMR-Robust",2,1e-04,1.201,0.076,1.052,1.351,0.299
"MVMR-Robust",2,1e-06,1.202,0.081,1.043,1.361,0.318
"MVMR-Robust",2,1e-08,1.222,0.091,1.044,1.401,0.357
"MVMR-cML",2,0.01,0.191,0.263,-0.324,0.707,1.031
"MVMR-cML",2,1e-04,0.235,0.242,-0.24,0.709,0.949
"MVMR-cML",2,1e-06,0.159,0.266,-0.363,0.681,1.044
"MVMR-cML",2,1e-08,0.3,0.266,-0.22,0.821,1.041
"FLOW-MR",2,0.01,1.001,0.194,0.606,1.369,0.763
"FLOW-MR",2,1e-04,1.019,0.188,0.625,1.37,0.745
"FLOW-MR",2,1e-06,1.033,0.207,0.614,1.427,0.813
"FLOW-MR",2,1e-08,1.057,0.232,0.589,1.517,0.928
"MVMR-Horse",2,0.01,1.185,0.087,1.016,1.357,0.341
"MVMR-Horse",2,1e-04,1.195,0.088,1.022,1.367,0.345
"MVMR-Horse",2,1e-06,1.19,0.1,0.996,1.388,0.392
"MVMR-Horse",2,1e-08,1.194,0.112,0.97,1.411,0.441
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
