"Method","Trait","pval","estimate","se","lower","upper","length"
"MVMR-Robust","2","1e-08",1.26,0.105,1.053,1.466,0.413
"MVMR-cML","2","0.01",1.874,0.188,1.505,2.243,0.738
"MVMR-cML","2","1e-04",-0.004,0.309,-0.61,0.602,1.212
"MVMR-cML","2","1e-06",0.264,0.299,-0.321,0.85,1.171
"MVMR-cML","2","1e-08",0.23,0.335,-0.426,0.886,1.312
"FLOW-MR","2","0.01",1.176,0.217,0.737,1.588,0.851
"FLOW-MR","2","1e-04",1.09,0.233,0.603,1.521,0.918
"FLOW-MR","2","1e-06",1.064,0.256,0.518,1.544,1.026
"FLOW-MR","2","1e-08",1.07,0.266,0.518,1.557,1.039
"MVMR-Horse","2","0.01",1.403,0.101,1.211,1.609,0.398
"MVMR-Horse","2","1e-04",1.266,0.105,1.065,1.476,0.411
"MVMR-Horse","2","1e-06",1.269,0.115,1.052,1.5,0.448
"MVMR-Horse","2","1e-08",1.255,0.124,1.012,1.498,0.486
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.299,0.087,1.129,1.469,0.34
"MVMR-IVW","2","1e-04",1.303,0.091,1.126,1.481,0.355
"MVMR-IVW","2","1e-06",1.274,0.1,1.077,1.471,0.394
"MVMR-IVW","2","1e-08",1.235,0.107,1.025,1.445,0.42
"GRAPPLE","2","0.01",1.421,0.356,0.723,2.118,1.395
"GRAPPLE","2","1e-04",1.539,0.341,0.87,2.208,1.338
"GRAPPLE","2","1e-06",1.532,0.469,0.612,2.452,1.84
"GRAPPLE","2","1e-08",1.17,0.581,0.031,2.309,2.278
"MVMR-Egger","2","0.01",1.255,0.113,1.035,1.476,0.441
"MVMR-Egger","2","1e-04",1.309,0.122,1.07,1.547,0.477
"MVMR-Egger","2","1e-06",1.294,0.132,1.035,1.553,0.518
"MVMR-Egger","2","1e-08",1.282,0.144,0.998,1.565,0.567
"MVMR-Robust","2","0.01",1.336,0.095,1.15,1.522,0.372
"MVMR-Robust","2","1e-04",1.343,0.101,1.145,1.541,0.396
"MVMR-Robust","2","1e-06",1.313,0.114,1.09,1.536,0.446
"MVMR-Robust","2","1e-08",1.274,0.124,1.031,1.516,0.485
"MVMR-cML","2","0.01",0.645,0.188,0.277,1.014,0.737
"MVMR-cML","2","1e-04",1.95,0.192,1.574,2.326,0.752
"MVMR-cML","2","1e-06",0.416,0.298,-0.168,1,1.168
"MVMR-cML","2","1e-08",0.439,0.295,-0.139,1.018,1.157
"FLOW-MR","2","0.01",1.189,0.208,0.747,1.582,0.835
"FLOW-MR","2","1e-04",1.217,0.234,0.755,1.667,0.912
"FLOW-MR","2","1e-06",1.096,0.262,0.566,1.595,1.029
"FLOW-MR","2","1e-08",1.013,0.276,0.456,1.539,1.083
"MVMR-Horse","2","0.01",1.363,0.088,1.196,1.541,0.345
"MVMR-Horse","2","1e-04",1.36,0.091,1.189,1.549,0.36
"MVMR-Horse","2","1e-06",1.312,0.104,1.106,1.522,0.416
"MVMR-Horse","2","1e-08",1.284,0.109,1.072,1.497,0.425
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.245,0.092,1.064,1.425,0.361
"MVMR-IVW","2","1e-04",1.246,0.099,1.053,1.44,0.387
"MVMR-IVW","2","1e-06",1.246,0.107,1.036,1.456,0.42
"MVMR-IVW","2","1e-08",1.285,0.118,1.053,1.516,0.463
"GRAPPLE","2","0.01",0.934,0.916,-0.862,2.731,3.593
"GRAPPLE","2","1e-04",1.011,0.635,-0.234,2.255,2.489
"GRAPPLE","2","1e-06",1.047,0.803,-0.526,2.62,3.146
"GRAPPLE","2","1e-08",1.244,0.681,-0.09,2.578,2.668
"MVMR-Egger","2","0.01",1.254,0.116,1.027,1.48,0.453
"MVMR-Egger","2","1e-04",1.202,0.127,0.953,1.45,0.497
"MVMR-Egger","2","1e-06",1.25,0.139,0.977,1.523,0.546
"MVMR-Egger","2","1e-08",1.302,0.157,0.994,1.609,0.615
"MVMR-Robust","2","0.01",1.258,0.11,1.042,1.473,0.431
"MVMR-Robust","2","1e-04",1.261,0.117,1.032,1.49,0.458
"MVMR-Robust","2","1e-06",1.249,0.123,1.008,1.49,0.482
"MVMR-Robust","2","1e-08",1.273,0.129,1.02,1.526,0.506
"MVMR-cML","2","0.01",-0.064,0.256,-0.567,0.438,1.005
"MVMR-cML","2","1e-04",-0.041,0.308,-0.645,0.564,1.209
"MVMR-cML","2","1e-06",0.051,0.303,-0.543,0.646,1.189
"MVMR-cML","2","1e-08",0.071,0.338,-0.591,0.734,1.325
"FLOW-MR","2","0.01",0.992,0.231,0.503,1.432,0.929
"FLOW-MR","2","1e-04",0.998,0.238,0.499,1.453,0.954
"FLOW-MR","2","1e-06",0.994,0.263,0.463,1.499,1.036
"FLOW-MR","2","1e-08",1.001,0.286,0.426,1.539,1.113
"MVMR-Horse","2","0.01",1.33,0.109,1.118,1.542,0.424
"MVMR-Horse","2","1e-04",1.322,0.114,1.095,1.543,0.448
"MVMR-Horse","2","1e-06",1.285,0.129,1.038,1.534,0.496
"MVMR-Horse","2","1e-08",1.307,0.147,1.028,1.601,0.573
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.404,0.097,1.214,1.593,0.379
"MVMR-IVW","2","1e-04",1.46,0.1,1.263,1.657,0.394
"MVMR-IVW","2","1e-06",1.467,0.108,1.256,1.679,0.423
"MVMR-IVW","2","1e-08",1.483,0.121,1.245,1.722,0.477
"GRAPPLE","2","0.01",2.001,0.491,1.038,2.964,1.926
"GRAPPLE","2","1e-04",2.099,0.391,1.332,2.867,1.535
"GRAPPLE","2","1e-06",2.101,0.403,1.311,2.892,1.581
"GRAPPLE","2","1e-08",2.263,0.527,1.23,3.296,2.066
"MVMR-Egger","2","0.01",1.289,0.121,1.051,1.527,0.476
"MVMR-Egger","2","1e-04",1.373,0.133,1.113,1.633,0.52
"MVMR-Egger","2","1e-06",1.421,0.145,1.137,1.705,0.568
"MVMR-Egger","2","1e-08",1.452,0.162,1.135,1.77,0.635
"MVMR-Robust","2","0.01",1.333,0.099,1.139,1.528,0.389
"MVMR-Robust","2","1e-04",1.389,0.103,1.188,1.591,0.403
"MVMR-Robust","2","1e-06",1.374,0.114,1.15,1.597,0.447
"MVMR-Robust","2","1e-08",1.387,0.135,1.123,1.652,0.529
"MVMR-cML","2","0.01",-0.115,0.267,-0.638,0.407,1.045
"MVMR-cML","2","1e-04",0.057,0.284,-0.499,0.613,1.112
"MVMR-cML","2","1e-06",2.49,0.312,1.879,3.101,1.222
"MVMR-cML","2","1e-08",-0.103,0.288,-0.668,0.462,1.13
"FLOW-MR","2","0.01",1.269,0.27,0.768,1.83,1.062
"FLOW-MR","2","1e-04",1.424,0.285,0.88,2.023,1.143
"FLOW-MR","2","1e-06",1.401,0.288,0.843,1.985,1.142
"FLOW-MR","2","1e-08",1.405,0.298,0.807,1.984,1.177
"MVMR-Horse","2","0.01",1.326,0.103,1.127,1.524,0.397
"MVMR-Horse","2","1e-04",1.397,0.107,1.197,1.619,0.422
"MVMR-Horse","2","1e-06",1.361,0.115,1.148,1.594,0.446
"MVMR-Horse","2","1e-08",1.354,0.133,1.097,1.611,0.514
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.226,0.086,1.058,1.394,0.336
"MVMR-IVW","2","1e-04",1.195,0.09,1.018,1.372,0.354
"MVMR-IVW","2","1e-06",1.207,0.098,1.016,1.399,0.383
"MVMR-IVW","2","1e-08",1.209,0.107,0.999,1.419,0.42
"GRAPPLE","2","0.01",-9.135,57.308,-121.459,103.189,224.648
"GRAPPLE","2","1e-04",-5.773,20.831,-46.6,35.055,81.655
"GRAPPLE","2","1e-06",-6.234,35.737,-76.279,63.811,140.09
"GRAPPLE","2","1e-08",-6.007,47.566,-99.235,87.222,186.457
"MVMR-Egger","2","0.01",1.182,0.108,0.971,1.393,0.422
"MVMR-Egger","2","1e-04",1.199,0.117,0.97,1.429,0.459
"MVMR-Egger","2","1e-06",1.228,0.128,0.978,1.479,0.501
"MVMR-Egger","2","1e-08",1.239,0.139,0.966,1.512,0.546
"MVMR-Robust","2","0.01",1.223,0.074,1.078,1.367,0.289
"MVMR-Robust","2","1e-04",1.213,0.076,1.064,1.362,0.298
"MVMR-Robust","2","1e-06",1.216,0.081,1.058,1.375,0.317
"MVMR-Robust","2","1e-08",1.215,0.084,1.051,1.38,0.329
"MVMR-cML","2","0.01",0.152,0.275,-0.388,0.691,1.079
"MVMR-cML","2","1e-04",0.157,0.287,-0.405,0.718,1.123
"MVMR-cML","2","1e-06",0.049,0.337,-0.611,0.709,1.32
"MVMR-cML","2","1e-08",0.249,0.272,-0.283,0.782,1.065
"FLOW-MR","2","0.01",1.041,0.163,0.709,1.349,0.64
"FLOW-MR","2","1e-04",1.033,0.18,0.66,1.373,0.713
"FLOW-MR","2","1e-06",1.043,0.19,0.65,1.4,0.75
"FLOW-MR","2","1e-08",1.031,0.212,0.603,1.436,0.833
"MVMR-Horse","2","0.01",1.236,0.089,1.073,1.41,0.337
"MVMR-Horse","2","1e-04",1.216,0.092,1.039,1.398,0.359
"MVMR-Horse","2","1e-06",1.217,0.097,1.034,1.414,0.38
"MVMR-Horse","2","1e-08",1.214,0.107,1.003,1.417,0.414
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.176,0.088,1.004,1.348,0.344
"MVMR-IVW","2","1e-04",1.106,0.095,0.919,1.292,0.373
"MVMR-IVW","2","1e-06",1.113,0.105,0.908,1.318,0.41
"MVMR-IVW","2","1e-08",1.134,0.111,0.916,1.352,0.436
"GRAPPLE","2","0.01",-0.379,0.613,-1.58,0.822,2.402
"GRAPPLE","2","1e-04",-0.925,0.843,-2.577,0.727,3.304
"GRAPPLE","2","1e-06",-1.155,1.071,-3.254,0.945,4.199
"GRAPPLE","2","1e-08",0.195,0.505,-0.795,1.185,1.98
"MVMR-Egger","2","0.01",1.07,0.114,0.846,1.294,0.448
"MVMR-Egger","2","1e-04",1.035,0.128,0.783,1.286,0.503
"MVMR-Egger","2","1e-06",0.993,0.141,0.717,1.269,0.552
"MVMR-Egger","2","1e-08",1.037,0.154,0.736,1.339,0.603
"MVMR-Robust","2","0.01",1.222,0.114,0.999,1.446,0.447
"MVMR-Robust","2","1e-04",1.163,0.12,0.929,1.397,0.468
"MVMR-Robust","2","1e-06",1.148,0.129,0.896,1.4,0.504
"MVMR-Robust","2","1e-08",1.178,0.138,0.907,1.449,0.542
"MVMR-cML","2","0.01",-0.202,0.277,-0.745,0.341,1.086
"MVMR-cML","2","1e-04",-0.241,0.301,-0.831,0.349,1.18
"MVMR-cML","2","1e-06",-0.281,0.332,-0.933,0.37,1.303
"MVMR-cML","2","1e-08",-0.298,0.35,-0.984,0.388,1.372
"FLOW-MR","2","0.01",0.67,0.216,0.227,1.072,0.845
"FLOW-MR","2","1e-04",0.644,0.22,0.208,1.061,0.853
"FLOW-MR","2","1e-06",0.698,0.231,0.236,1.143,0.907
"FLOW-MR","2","1e-08",0.787,0.236,0.304,1.244,0.94
"MVMR-Horse","2","0.01",1.187,0.102,0.991,1.391,0.4
"MVMR-Horse","2","1e-04",1.151,0.112,0.929,1.373,0.444
"MVMR-Horse","2","1e-06",1.081,0.117,0.861,1.328,0.467
"MVMR-Horse","2","1e-08",1.165,0.136,0.909,1.435,0.526
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.168,0.092,0.987,1.349,0.362
"MVMR-IVW","2","1e-04",1.183,0.102,0.984,1.382,0.398
"MVMR-IVW","2","1e-06",1.197,0.107,0.987,1.406,0.419
"MVMR-IVW","2","1e-08",1.182,0.109,0.967,1.396,0.429
"GRAPPLE","2","0.01",0.317,0.45,-0.564,1.199,1.763
"GRAPPLE","2","1e-04",0.509,0.452,-0.377,1.395,1.772
"GRAPPLE","2","1e-06",0.474,0.435,-0.378,1.326,1.704
"GRAPPLE","2","1e-08",0.546,0.358,-0.155,1.247,1.402
"MVMR-Egger","2","0.01",1.093,0.119,0.86,1.327,0.467
"MVMR-Egger","2","1e-04",1.115,0.135,0.851,1.38,0.529
"MVMR-Egger","2","1e-06",1.105,0.144,0.823,1.388,0.565
"MVMR-Egger","2","1e-08",1.114,0.149,0.821,1.407,0.586
"MVMR-Robust","2","0.01",1.16,0.107,0.951,1.37,0.419
"MVMR-Robust","2","1e-04",1.169,0.116,0.942,1.397,0.455
"MVMR-Robust","2","1e-06",1.146,0.124,0.903,1.389,0.486
"MVMR-Robust","2","1e-08",1.117,0.13,0.862,1.372,0.51
"MVMR-cML","2","0.01",-0.227,0.268,-0.753,0.298,1.051
"MVMR-cML","2","1e-04",-0.167,0.286,-0.728,0.394,1.122
"MVMR-cML","2","1e-06",-0.192,0.315,-0.809,0.425,1.234
"MVMR-cML","2","1e-08",-0.251,0.355,-0.946,0.445,1.391
"FLOW-MR","2","0.01",0.685,0.277,0.129,1.216,1.087
"FLOW-MR","2","1e-04",0.754,0.286,0.179,1.329,1.15
"FLOW-MR","2","1e-06",0.826,0.272,0.257,1.35,1.093
"FLOW-MR","2","1e-08",0.881,0.257,0.345,1.366,1.021
"MVMR-Horse","2","0.01",1.089,0.112,0.883,1.319,0.436
"MVMR-Horse","2","1e-04",1.086,0.118,0.861,1.322,0.461
"MVMR-Horse","2","1e-06",1.048,0.12,0.825,1.295,0.47
"MVMR-Horse","2","1e-08",1.047,0.114,0.823,1.275,0.452
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.355,0.088,1.182,1.529,0.347
"MVMR-IVW","2","1e-04",1.358,0.093,1.175,1.541,0.366
"MVMR-IVW","2","1e-06",1.39,0.102,1.191,1.589,0.398
"MVMR-IVW","2","1e-08",1.401,0.108,1.189,1.613,0.424
"GRAPPLE","2","0.01",1.672,0.641,0.415,2.929,2.514
"GRAPPLE","2","1e-04",1.624,0.565,0.517,2.73,2.213
"GRAPPLE","2","1e-06",1.919,0.664,0.618,3.22,2.602
"GRAPPLE","2","1e-08",2.456,1.261,-0.015,4.927,4.942
"MVMR-Egger","2","0.01",1.245,0.113,1.023,1.467,0.444
"MVMR-Egger","2","1e-04",1.286,0.124,1.043,1.529,0.486
"MVMR-Egger","2","1e-06",1.342,0.135,1.078,1.607,0.529
"MVMR-Egger","2","1e-08",1.37,0.143,1.089,1.651,0.562
"MVMR-Robust","2","0.01",1.382,0.11,1.165,1.598,0.433
"MVMR-Robust","2","1e-04",1.37,0.116,1.143,1.597,0.454
"MVMR-Robust","2","1e-06",1.406,0.126,1.159,1.653,0.494
"MVMR-Robust","2","1e-08",1.423,0.136,1.156,1.69,0.534
"MVMR-cML","2","0.01",2.035,0.137,1.766,2.304,0.538
"MVMR-cML","2","1e-04",0.366,0.214,-0.053,0.786,0.839
"MVMR-cML","2","1e-06",0.309,0.24,-0.161,0.778,0.939
"MVMR-cML","2","1e-08",0.383,0.227,-0.062,0.828,0.89
"FLOW-MR","2","0.01",1.215,0.238,0.737,1.679,0.942
"FLOW-MR","2","1e-04",1.269,0.245,0.778,1.757,0.979
"FLOW-MR","2","1e-06",1.358,0.267,0.824,1.895,1.071
"FLOW-MR","2","1e-08",1.347,0.292,0.749,1.912,1.163
"MVMR-Horse","2","0.01",1.514,0.102,1.311,1.711,0.4
"MVMR-Horse","2","1e-04",1.543,0.121,1.305,1.778,0.473
"MVMR-Horse","2","1e-06",1.606,0.122,1.355,1.834,0.479
"MVMR-Horse","2","1e-08",1.645,0.126,1.386,1.873,0.487
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.296,0.085,1.13,1.463,0.333
"MVMR-IVW","2","1e-04",1.286,0.091,1.108,1.465,0.357
"MVMR-IVW","2","1e-06",1.257,0.099,1.063,1.45,0.387
"MVMR-IVW","2","1e-08",1.232,0.103,1.029,1.435,0.406
"GRAPPLE","2","0.01",1.026,0.286,0.465,1.586,1.121
"GRAPPLE","2","1e-04",1.127,0.268,0.601,1.652,1.051
"GRAPPLE","2","1e-06",1.076,0.313,0.462,1.691,1.229
"GRAPPLE","2","1e-08",0.854,0.342,0.184,1.524,1.34
"MVMR-Egger","2","0.01",1.234,0.111,1.017,1.45,0.433
"MVMR-Egger","2","1e-04",1.225,0.123,0.983,1.467,0.484
"MVMR-Egger","2","1e-06",1.241,0.138,0.969,1.512,0.543
"MVMR-Egger","2","1e-08",1.174,0.15,0.881,1.467,0.586
"MVMR-Robust","2","0.01",1.314,0.087,1.143,1.485,0.342
"MVMR-Robust","2","1e-04",1.315,0.093,1.133,1.498,0.365
"MVMR-Robust","2","1e-06",1.295,0.102,1.095,1.495,0.4
"MVMR-Robust","2","1e-08",1.275,0.114,1.053,1.498,0.445
"MVMR-cML","2","0.01",0.113,0.243,-0.364,0.589,0.953
"MVMR-cML","2","1e-04",0.256,0.228,-0.19,0.702,0.892
"MVMR-cML","2","1e-06",0.36,0.222,-0.075,0.795,0.87
"MVMR-cML","2","1e-08",0.174,0.271,-0.357,0.705,1.062
"FLOW-MR","2","0.01",1.08,0.239,0.566,1.512,0.946
"FLOW-MR","2","1e-04",1.056,0.239,0.543,1.492,0.949
"FLOW-MR","2","1e-06",1.002,0.25,0.479,1.462,0.983
"FLOW-MR","2","1e-08",0.989,0.233,0.496,1.419,0.923
"MVMR-Horse","2","0.01",1.294,0.09,1.116,1.474,0.358
"MVMR-Horse","2","1e-04",1.311,0.098,1.119,1.503,0.384
"MVMR-Horse","2","1e-06",1.272,0.103,1.072,1.477,0.405
"MVMR-Horse","2","1e-08",1.243,0.106,1.029,1.46,0.431
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.377,0.089,1.202,1.552,0.35
"MVMR-IVW","2","1e-04",1.358,0.097,1.168,1.547,0.379
"MVMR-IVW","2","1e-06",1.365,0.104,1.162,1.568,0.406
"MVMR-IVW","2","1e-08",1.447,0.106,1.24,1.654,0.414
"GRAPPLE","2","0.01",1.89,0.426,1.056,2.724,1.668
"GRAPPLE","2","1e-04",1.827,0.465,0.916,2.738,1.822
"GRAPPLE","2","1e-06",1.784,0.48,0.843,2.726,1.883
"GRAPPLE","2","1e-08",1.968,0.377,1.228,2.707,1.479
"MVMR-Egger","2","0.01",1.305,0.115,1.081,1.53,0.449
"MVMR-Egger","2","1e-04",1.356,0.129,1.103,1.61,0.507
"MVMR-Egger","2","1e-06",1.405,0.139,1.133,1.677,0.544
"MVMR-Egger","2","1e-08",1.429,0.144,1.147,1.71,0.563
"MVMR-Robust","2","0.01",1.44,0.093,1.257,1.623,0.366
"MVMR-Robust","2","1e-04",1.419,0.101,1.221,1.618,0.397
"MVMR-Robust","2","1e-06",1.398,0.106,1.19,1.606,0.416
"MVMR-Robust","2","1e-08",1.5,0.103,1.297,1.702,0.405
"MVMR-cML","2","0.01",2.594,0.249,2.107,3.081,0.974
"MVMR-cML","2","1e-04",2.564,0.27,2.035,3.093,1.058
"MVMR-cML","2","1e-06",2.55,0.3,1.962,3.138,1.176
"MVMR-cML","2","1e-08",2.781,0.365,2.066,3.495,1.429
"FLOW-MR","2","0.01",1.439,0.249,0.951,1.945,0.994
"FLOW-MR","2","1e-04",1.382,0.252,0.89,1.885,0.995
"FLOW-MR","2","1e-06",1.37,0.266,0.82,1.879,1.059
"FLOW-MR","2","1e-08",1.523,0.245,1.022,1.987,0.965
"MVMR-Horse","2","0.01",1.564,0.088,1.39,1.732,0.342
"MVMR-Horse","2","1e-04",1.565,0.097,1.376,1.756,0.38
"MVMR-Horse","2","1e-06",1.53,0.108,1.316,1.74,0.424
"MVMR-Horse","2","1e-08",1.61,0.099,1.42,1.81,0.39
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.405,0.085,1.238,1.573,0.335
"MVMR-IVW","2","1e-04",1.386,0.088,1.214,1.558,0.344
"MVMR-IVW","2","1e-06",1.369,0.086,1.2,1.538,0.338
"MVMR-IVW","2","1e-08",1.326,0.095,1.139,1.512,0.373
"GRAPPLE","2","0.01",7.345,11.823,-15.828,30.519,46.347
"GRAPPLE","2","1e-04",2.406,1.349,-0.239,5.05,5.289
"GRAPPLE","2","1e-06",1.658,0.372,0.928,2.388,1.46
"GRAPPLE","2","1e-08",1.339,0.436,0.484,2.194,1.71
"MVMR-Egger","2","0.01",1.328,0.102,1.127,1.528,0.401
"MVMR-Egger","2","1e-04",1.322,0.11,1.106,1.538,0.432
"MVMR-Egger","2","1e-06",1.39,0.112,1.171,1.609,0.438
"MVMR-Egger","2","1e-08",1.382,0.124,1.138,1.626,0.488
"MVMR-Robust","2","0.01",1.383,0.081,1.224,1.542,0.318
"MVMR-Robust","2","1e-04",1.372,0.083,1.209,1.534,0.325
"MVMR-Robust","2","1e-06",1.349,0.084,1.184,1.514,0.33
"MVMR-Robust","2","1e-08",1.29,0.09,1.114,1.466,0.352
"MVMR-cML","2","0.01",0.277,0.241,-0.196,0.75,0.946
"MVMR-cML","2","1e-04",0.32,0.259,-0.188,0.829,1.017
"MVMR-cML","2","1e-06",1.855,0.173,1.515,2.194,0.679
"MVMR-cML","2","1e-08",0.204,0.345,-0.473,0.881,1.354
"FLOW-MR","2","0.01",1.29,0.181,0.942,1.653,0.711
"FLOW-MR","2","1e-04",1.268,0.194,0.886,1.646,0.76
"FLOW-MR","2","1e-06",1.281,0.185,0.92,1.649,0.729
"FLOW-MR","2","1e-08",1.211,0.196,0.819,1.599,0.78
"MVMR-Horse","2","0.01",1.468,0.111,1.254,1.687,0.433
"MVMR-Horse","2","1e-04",1.398,0.106,1.193,1.608,0.415
"MVMR-Horse","2","1e-06",1.36,0.101,1.163,1.566,0.403
"MVMR-Horse","2","1e-08",1.274,0.107,1.069,1.485,0.416
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.223,0.089,1.048,1.397,0.349
"MVMR-IVW","2","1e-04",1.251,0.093,1.069,1.433,0.364
"MVMR-IVW","2","1e-06",1.302,0.096,1.114,1.489,0.375
"MVMR-IVW","2","1e-08",1.266,0.102,1.066,1.466,0.4
"GRAPPLE","2","0.01",0.979,0.32,0.352,1.606,1.254
"GRAPPLE","2","1e-04",1.094,0.371,0.366,1.821,1.455
"GRAPPLE","2","1e-06",1.275,0.386,0.519,2.031,1.512
"GRAPPLE","2","1e-08",1.114,0.505,0.123,2.105,1.982
"MVMR-Egger","2","0.01",1.157,0.117,0.927,1.387,0.46
"MVMR-Egger","2","1e-04",1.154,0.128,0.903,1.405,0.502
"MVMR-Egger","2","1e-06",1.257,0.13,1.001,1.512,0.511
"MVMR-Egger","2","1e-08",1.233,0.14,0.959,1.508,0.549
"MVMR-Robust","2","0.01",1.228,0.079,1.074,1.383,0.309
"MVMR-Robust","2","1e-04",1.251,0.08,1.095,1.408,0.313
"MVMR-Robust","2","1e-06",1.297,0.078,1.144,1.451,0.307
"MVMR-Robust","2","1e-08",1.283,0.087,1.112,1.453,0.341
"MVMR-cML","2","0.01",0.193,0.26,-0.317,0.704,1.021
"MVMR-cML","2","1e-04",0.617,0.19,0.245,0.989,0.744
"MVMR-cML","2","1e-06",2.002,0.279,1.455,2.548,1.093
"MVMR-cML","2","1e-08",1.871,0.276,1.33,2.413,1.083
"FLOW-MR","2","0.01",0.983,0.246,0.476,1.444,0.968
"FLOW-MR","2","1e-04",1.044,0.254,0.52,1.516,0.996
"FLOW-MR","2","1e-06",1.197,0.237,0.727,1.663,0.936
"FLOW-MR","2","1e-08",1.135,0.239,0.655,1.605,0.95
"MVMR-Horse","2","0.01",1.258,0.094,1.07,1.437,0.367
"MVMR-Horse","2","1e-04",1.281,0.095,1.092,1.465,0.373
"MVMR-Horse","2","1e-06",1.347,0.098,1.156,1.534,0.378
"MVMR-Horse","2","1e-08",1.329,0.106,1.119,1.536,0.417
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.154,0.09,0.977,1.33,0.353
"MVMR-IVW","2","1e-04",1.217,0.101,1.018,1.416,0.398
"MVMR-IVW","2","1e-06",1.19,0.105,0.984,1.396,0.412
"MVMR-IVW","2","1e-08",1.229,0.112,1.011,1.448,0.437
"GRAPPLE","2","0.01",-2.933,3.774,-10.33,4.465,14.795
"GRAPPLE","2","1e-04",-7.251,30.671,-67.367,52.864,120.231
"GRAPPLE","2","1e-06",-4.263,10.575,-24.991,16.464,41.455
"GRAPPLE","2","1e-08",-5.79,28.137,-60.939,49.36,110.299
"MVMR-Egger","2","0.01",1.142,0.108,0.93,1.354,0.424
"MVMR-Egger","2","1e-04",1.209,0.125,0.964,1.453,0.489
"MVMR-Egger","2","1e-06",1.194,0.13,0.94,1.448,0.508
"MVMR-Egger","2","1e-08",1.267,0.139,0.996,1.539,0.543
"MVMR-Robust","2","0.01",1.179,0.083,1.017,1.342,0.325
"MVMR-Robust","2","1e-04",1.228,0.098,1.036,1.421,0.385
"MVMR-Robust","2","1e-06",1.178,0.105,0.973,1.383,0.41
"MVMR-Robust","2","1e-08",1.214,0.115,0.988,1.439,0.451
"MVMR-cML","2","0.01",-0.122,0.303,-0.716,0.471,1.187
"MVMR-cML","2","1e-04",0.016,0.297,-0.565,0.597,1.162
"MVMR-cML","2","1e-06",-0.072,0.354,-0.766,0.623,1.389
"MVMR-cML","2","1e-08",-0.042,0.371,-0.768,0.685,1.453
"FLOW-MR","2","0.01",0.745,0.305,0.092,1.282,1.19
"FLOW-MR","2","1e-04",0.894,0.31,0.266,1.482,1.216
